;Model;co2
29540;911 Turbo;516.0
29541;911 Turbo S Cabriolet;528.0
29542;M2 Coupe;472.0
29543;TLX FWD A-SPEC;357.0
29544;TLX Type-S Perf Tire;421.0
29545;Grand Prix;423.19
29546;Corolla Hybrid;176.0
29547;LS 500h AWD;358.0
29548;LS 500 AWD;432.0
29549;Civic 5Dr;258.0
29550;Highlander;359.0
29551;Outlander Sport 4WD;343.0
29552;F150 Pickup 4WD FFV;468.0
29553;F150 Pickup 4WD HEV;381.0
29554;F150 Pickup Tremor 4WD FFV;518.0
29555;F150 RAPTOR 4WD;553.0
29556;Ranger Tremor 4WD;471.0
29557;6000;493.72
29558;Bronco Badlands 4WD;530.0
29559;Bronco Sasquatch 4WD;523.0
29560;Renault Medallion Sedan;444.35
29561;Aviator AWD;451.0
29562;Model 3 Long Range AWD;0.0
29563;AMG CLA45 4matic;388.0
29564;AMG GLA45 4matic;407.0
29565;1500 2WD;443.0
29566;1500 4WD;457.0
29567;Renegade Trailhawk 4WD;372.0
29568;Wagoneer L 2WD;453.0
29569;Armada 2WD;558.0
29570;Cayenne Turbo S e-Hybrid;320.0
29571;S90 T8 AWD Recharge ext. Range;110.0
29572;V60 T8 AWD Recharge ext. Range;99.0
29573;Challenger;466.0
29574;Challenger;494.0
29575;Challenger AWD;415.0
29576;WRX;419.0
29577;740/760;555.44
29578;AMG GLB35 4matic;382.0
29579;1500 Classic 2WD;444.0
29580;1500 Classic 4WD;474.0
29581;Cherokee 4WD;370.0
29582;New Yorker;467.74
29583;Air G Touring XR AWD with 21 inch wheels;0.0
29584;R1S (21 inch wheels);0.0
29585;Crown AWD;214.0
29586;Fleetwood;522.76
29587;3 4-Door 2WD;287.0
29588;Versa;254.0
29589;Transit Connect Van FWD;355.0
29590;Voyager;401.0
29591;Caprice;634.79
29592;CX 25 Prestige;522.76
29593;Compass 4WD;330.0
29594;Century Estate Wagon;403.95
29595;Century Estate Wagon;522.76
29596;Celebrity Wagon;386.39
29597;Town and Country Wagon;423.19
29598;Aries Wagon;423.19
29599;300TD;462.73
29600;Stanza;403.95
29601;6000 Wagon;386.39
29602;240 DL/GL/Turbo Wagon;493.72
29603;240 DL/GL/Turbo Wagon;444.35
29604;240 DL/GL/Turbo Wagon;467.74
29605;Parisienne Wagon;555.44
29606;K15 Jimmy 4WD;598.82
29607;Pickup 2WD;391.54
29608;Ram 50 Pickup 2WD;467.74
29609;Truck 2WD;423.19
29610;Ranger Pickup 4WD;522.76
29611;Pickup 4WD;467.74
29612;C10 Pickup 2WD;535.79
29613;D100/D150 Pickup 2WD;740.58
29614;D100/D150 Pickup 2WD;634.79
29615;D100/D150 Pickup 2WD;740.58
29616;T15 (S15) Jimmy 4WD;555.44
29617;D100/D150 Pickup 2WD;807.91
29618;C15 Pickup 2WD;535.79
29619;Truck 2WD;403.95
29620;Truck 2WD;423.19
29621;T10 (S10) Pickup 4WD;444.35
29622;T10 (S10) Pickup 4WD;493.72
29623;W100/W150 Pickup 4WD;740.58
29624;F150 Pickup 4WD;634.79
29625;F250 Pickup 4WD;888.7
29626;T15 (S15) Pickup 4WD;493.72
29627;Cherokee/Wagoneer 4WD;407.2
29628;B150/B250 Van 2WD;740.58
29629;B150/B250 Van 2WD;634.79
29630;E150 Econoline 2WD;634.79
29631;E150 Econoline 2WD;740.58
29632;E150 Econoline 2WD;888.7
29633;Cherokee/Wagoneer 4WD;423.19
29634;Vandura G15/25 2WD;592.47
29635;Vandura G15/25 2WD;634.79
29636;B150/B250 Wagon 2WD;683.62
29637;Cherokee/Wagoneer 4WD;555.44
29638;FJ8c Post Office;683.62
29639;S10 Blazer 2WD;423.19
29640;Cherokee/Wagoneer 4WD;522.76
29641;S10 Blazer 2WD;493.72
29642;Caravan/Ram Van 2WD;403.95
29643;S15 Jimmy 2WD;493.72
29644;Eagle SX/4 4WD;493.72
29645;CJ7;522.76
29646;Eagle SX/4 4WD;522.76
29647;Eagle 4WD;444.35
29648;K5/K10 Blazer 4WD;740.58
29649;K5/K10 Blazer 4WD;636.25
29650;T10 (S10) Blazer 4WD;444.35
29651;T15 (S15) Jimmy 4WD;493.72
29652;CJ7 4WD;522.76
29653;Brat 4WD;370.29
29654;Wagon 4WD;444.35
29655;Sedan 4WD;370.29
29656;4Runner 4WD;522.76
29657;S15 Cab Chassis 2WD;634.79
29658;Cab Chassis 2WD;592.47
29659;R8;592.47
29660;TT Roadster quattro;370.29
29661;Gallardo Coupe;592.47
29662;Gallardo Coupe;555.44
29663;Gallardo Spyder;634.79
29664;Gallardo Spyder;555.44
29665;Murcielago Roadster;888.7
29666;Murcielago Roadster;807.91
29667;A5 quattro;355.48
29668;Aveo 5;317.39
29669;Cobalt Coupe;306.45
29670;Cobalt XFE Coupe;296.23
29671;RX-8;493.72
29672;RX-8;467.74
29673;G5;329.15
29674;G5 GT;341.81
29675;C70 FWD;403.95
29676;TSX;386.39
29677;S4;423.19
29678;Sedan/3 Door 4WD;423.19
29679;Aveo;296.23
29680;Cobalt Sedan;306.45
29681;Lancer;341.81
29682;Lancer Evolution;493.72
29683;Impreza AWD;423.19
29684;Impreza AWD;403.95
29685;SX4 Sedan;341.81
29686;A6 quattro;423.19
29687;Malibu;444.35
29688;Malibu;355.48
29689;Optima;355.48
29690;Optima;386.39
29691;Limousine;634.79
29692;Charger AWD;493.72
29693;Genesis;467.74
29694;Impreza Wagon/Outback Sport;467.74
29695;Impreza Wagon/Outback Sport;403.95
29696;Jetta SportWagen;355.48
29697;XT 4WD;403.95
29698;A6 Avant quattro;423.19
29699;Samurai;355.48
29700;F150 Pickup 4WD;555.44
29701;Sierra K15 4WD;592.47
29702;Express 1500 2WD Cargo;522.76
29703;Town and Country;493.72
29704;Grand Caravan;444.35
29705;Equinox FWD;444.35
29706;HHR FWD;370.29
29707;HHR FWD;341.81
29708;HHR FWD;355.48
29709;HHR FWD;355.48
29710;HHR Panel FWD;355.48
29711;Journey  2WD;423.19
29712;Flex FWD;444.35
29713;QX56 2WD;634.79
29714;Grand Cherokee 2WD;493.72
29715;CX-9 2WD;493.72
29716;Vue FWD;467.74
29717;Vue FWD;467.74
29718;Vue FWD;403.95
29719;Vue Hybrid;317.39
29720;Grand Vitara;444.35
29721;Tiguan;423.19
29722;Tiguan;423.19
29723;Equinox AWD;444.35
29724;Truck Cab Chassis 2WD;683.62
29725;Grand Vitara 4WD;444.35
29726;Courier;423.19
29727;Ranger Pickup Cab Chassis;522.76
29728;B2600 4x4;592.47
29729;QC Car;467.74
29730;Sable Wagon V6 A/C;493.72
29731;F250 Pickup 4WD;683.62
29732;240;467.74
29733;740;444.35
29734;S15 Cab Chassis 2WD;683.62
29735;740 Wagon;444.35
29736;Cab/Chassis;740.58
29737;MB 300E;634.79
29738;Omni;329.15
29739;Sierra 2500 4WD;565.56
29740;Rodeo 4WD;634.79
29741;Spider;423.19
29742;A.C.MARK IV;555.44
29743;MB 300SL;522.76
29744;Integra;386.39
29745;525i;493.72
29746;Wetl 500 SEC;683.62
29747;BMW635CSI;634.79
29748;BMW735I;634.79
29749;MERC BENZ 300SE;592.47
29750;MERC.BENZ.300SE;592.47
29751;MERC BENZ 300TE;592.47
29752;300SL;592.47
29753;Testarossa;807.91
29754;Testarossa;807.91
29755;CX 25Tri;522.76
29756;Virage/Volante;740.58
29757;CX 25Tri;522.76
29758;Firefly;269.3
29759;Impreza;386.39
29760;Impreza AWD;403.95
29761;Impreza AWD;386.39
29762;G20;403.95
29763;Sephia;329.15
29764;300E 2.8;467.74
29765;300ZX;467.74
29766;300E 4Matic;522.76
29767;500E;555.44
29768;230E MERC BENZ;522.76
29769;BMW635CSI;634.79
29770;MERC BENZ 300SE;592.47
29771;300ZX;493.72
29772;500SEC;683.62
29773;Impreza Wagon;370.29
29774;C2500 Pickup 2WD;598.82
29775;Sierra 2500 2WD;598.82
29776;Truck 2WD/T100 2WD;522.76
29777;K2500 Pickup 4WD;598.82
29778;Sierra 2500 4WD;598.82
29779;Cab/Chassis 2WD;807.91
29780;Concorde;467.74
29781;Intrepid;467.74
29782;Civic CRX;306.45
29783;Omni;444.35
29784;Rodeo 4WD;592.47
29785;Civic CRX HF;193.2
29786;Riviera;467.74
29787;900;467.74
29788;Bonneville;423.19
29789;318i/318is;386.39
29790;Esprit Turbo HC PI;467.74
29791;Camry CNG;305.65
29792;Passat;467.74
29793;Passat;423.19
29794;Passat Wagon;423.19
29795;F150 Pickup 2WD;683.62
29796;Pathfinder 2WD;555.44
29797;QX4 4WD;592.47
29798;Sebring;423.19
29799;Stratus;444.35
29800;Fiero;370.29
29801;Impala Police;423.19
29802;Boxster;423.19
29803;Fiero;355.48
29804;Crown Victoria Police;522.76
29805;Magnum AWD;493.72
29806;C70 Convertible;423.19
29807;Veyron;888.7
29808;Cayman S;386.39
29809;911 Carrera;403.95
29810;911 Carrera;423.19
29811;911 Carrera 4;423.19
29812;911 Carrera S;403.95
29813;xD;306.45
29814;New Beetle;386.39
29815;New Beetle;386.39
29816;Challenger;444.35
29817;Focus FWD;317.39
29818;G6;355.48
29819;G6;403.95
29820;CC;423.19
29821;S40 AWD;403.95
29822;E550;493.72
29823;MR2;355.48
29824;Charger AWD;467.74
29825;Grand Marquis FFV;467.74
29826;S550 4matic;522.76
29827;Colorado 2WD;467.74
29828;Colorado Crew Cab 2WD;467.74
29829;Canyon 2WD;423.19
29830;Canyon Crew Cab 2WD;467.74
29831;Colorado 4WD;467.74
29832;Canyon 4WD;444.35
29833;Turbo Sprint;261.38
29834;Entourage;467.74
29835;Commander 4WD;555.44
29836;GL450 4matic;634.79
29837;Highlander 2WD;403.95
29838;Venza;370.29
29839;Venza AWD;386.39
29840;Cherokee 4WD;493.72
29841;Cherokee 4WD;555.44
29842;Biturbo;634.79
29843;Wrangler 4WD;555.44
29844;911 GT3;555.44
29845;Escort;269.3
29846;C300 4matic;444.35
29847;CL65 AMG;683.62
29848;Jetta;315.0
29849;E350;423.19
29850;Jetta SportWagen;318.0
29851;Colorado Crew Cab 2WD;522.76
29852;Express 1500 2WD Conversion Cargo;634.79
29853;Express 1500 2WD Passenger;634.79
29854;Savana 1500 2WD (Passenger);634.79
29855;Savana 1500 AWD (Passenger);634.79
29856;Escape Hybrid FWD;277.72
29857;Mariner FWD;386.39
29858;Mariner FWD FFV;423.19
29859;Tribute 4WD;386.39
29860;G30 Van 2WD (cargo);740.58
29861;944;467.74
29862;RX Turbo;370.29
29863;RX Turbo;386.39
29864;SC 430;467.74
29865;944;467.74
29866;New Beetle Convertible;386.39
29867;9-3 Convertible;403.95
29868;GranTurismo;592.47
29869;IS F;493.72
29870;Sebring Convertible;386.39
29871;9-3 Sedan AWD;423.19
29872;9-3 Sport Sedan;370.29
29873;Escort;341.81
29874;ES 350;403.95
29875;9-3 SportCombi;370.29
29876;9-3X SportCombi AWD;403.95
29877;Celica Convertible;341.81
29878;Tacoma 2WD;403.95
29879;Tacoma 2WD;493.72
29880;Frontier 4WD;522.76
29881;Liberty 2WD;493.72
29882;Pathfinder FE 2WD;493.72
29883;Pathfinder 4WD;555.44
29884;Xterra 4WD;522.76
29885;Suburban 1500 2WD;683.62
29886;Truck 2WD;493.72
29887;Sport Van G30 2WD (cargo);740.58
29888;924 S;467.74
29889;8 C Spider;683.62
29890;Sierra 1500 2WD;634.79
29891;Milano;467.74
29892;LR3;634.79
29893;Coupe GT;493.72
29894;Sentra;329.15
29895;Ram 1500 Pickup 2WD;555.44
29896;C10 Pickup 2WD;522.76
29897;AW100/AW150 Ramcharger 4WD;807.91
29898;Coupe GT;493.72
29899;F250 Pickup 2WD;555.44
29900;C15 Pickup 2WD;634.79
29901;C10 Pickup 2WD;592.47
29902;F250 Pickup 2WD;634.79
29903;Elantra;306.45
29904;M35;467.74
29905;Accord Coupe;444.35
29906;Accord;355.48
29907;Crown Victoria Police;555.44
29908;G6;386.39
29909;Caravan/Grand Caravan 2WD;413.53
29910;M3 Coupe;555.44
29911;Escort;355.48
29912;Sebring Convertible;423.19
29913;GS 450h;386.39
29914;TL 4WD;444.35
29915;GS 460;444.35
29916;750i xDrive;555.44
29917;750Li;522.76
29918;Caliber;386.39
29919;Caliber;355.48
29920;5;370.29
29921;FJ Cruiser 2WD;467.74
29922;Highlander Hybrid 4WD;341.81
29923;GS 350 AWD;444.35
29924;Sierra 15 Hybrid 2WD;403.95
29925;Sierra K15 4WD;592.47
29926;Escalade Hybrid 2WD;403.95
29927;Escalade ESV 2WD;555.44
29928;Avalanche 1500 2WD;522.76
29929;Avalanche 1500 2WD;634.79
29930;Tahoe 1500 2WD;522.76
29931;Yukon 1500 2WD;522.76
29932;Element 2WD;403.95
29933;Tahoe 1500 4WD;522.76
29934;Escort;370.29
29935;Yukon 1500 4WD;522.76
29936;Z4 sDrive30i;403.95
29937;Z4 sDrive35i;444.35
29938;128i;403.95
29939;135i;444.35
29940;335ci;444.35
29941;335ci Convertible;444.35
29942;335ci xDrive;444.35
29943;328i;403.95
29944;328i xDrive;444.35
29945;335d;377.04
29946;Accent Blue;286.68
29947;Versa;296.23
29948;Chevette CS;329.15
29949;X5 xDrive30i;493.72
29950;X5 xDrive35d;462.73
29951;X5 xDrive48i;555.44
29952;X6 xDrive50i;592.47
29953;G550;683.62
29954;G37 Coupe;403.95
29955;Kizashi;341.81
29956;Lacrosse/Allure;386.39
29957;Sprint;227.87
29958;XJ;467.74
29959;57 Zeppelin;740.58
29960;Panamera S;467.74
29961;Panamera 4S;467.74
29962;Cube;329.15
29963;Santa Fe 2WD;386.39
29964;Tucson 2WD;341.81
29965;Conquest;493.72
29966;Venza;370.29
29967;SRX AWD;493.72
29968;Laser/Daytona;467.74
29969;ML450 Hybrid 4matic;403.95
29970;Venza AWD;386.39
29971;LeBaron Convertible;423.19
29972;Corvette;522.76
29973;328ci;403.95
29974;335ci xDrive;423.19
29975;335is Convertible;423.19
29976;M3 Convertible;555.44
29977;M3 Coupe;555.44
29978;Eclipse;444.35
29979;Sentra Coupe;341.81
29980;328i xDrive;444.35
29981;335i;403.95
29982;Rio;296.23
29983;Rio;296.23
29984;550i;522.76
29985;550i;444.35
29986;Regal;386.39
29987;M37x;444.35
29988;200SX;423.19
29989;Legacy AWD;403.95
29990;Taurus AWD;444.35
29991;Taurus FWD;403.95
29992;MKS AWD;467.74
29993;MKS FWD;467.74
29994;328i xDrive Sports Wagon;444.35
29995;Elantra Touring;341.81
29996;Colorado 2WD;555.44
29997;Colorado Cab Chassis inc 2WD;522.76
29998;Colorado Crew Cab 2WD;423.19
29999;Colorado Crew Cab 2WD;555.44
30000;Canyon Crew Cab 2WD;423.19
30001;Charger;403.95
30002;Colorado Crew Cab 4WD;493.72
30003;Colorado Crew Cab 4WD;555.44
30004;Canyon 4WD;444.35
30005;Canyon Cab Chassis Inc 4WD;493.72
30006;Silverado C15 2WD;555.44
30007;Sierra C15 2WD;522.76
30008;Silverado K15 4WD;592.47
30009;Sierra K15 4WD;592.47
30010;Express 1500 2WD Cargo;522.76
30011;Avalanche 1500 2WD;522.76
30012;Colt;286.68
30013;Tahoe 1500 2WD;522.76
30014;Yukon XL 1500 2WD;522.76
30015;Pilot 2WD;467.74
30016;Sorento 2WD;403.95
30017;Colt;403.95
30018;X6 xDriveM;634.79
30019;Avalanche 1500 4WD;522.76
30020;Flex AWD;493.72
30021;Yukon XL 1500 4WD;522.76
30022;Sorento 4WD;386.39
30023;MKT AWD;493.72
30024;Corvette;493.72
30025;Corvette;493.72
30026;SLK350;444.35
30027;Gallardo Coupe;555.44
30028;Gallardo Spyder;555.44
30029;Daytona;423.19
30030;Cayman;386.39
30031;Boxster S;403.95
30032;Cayman S;386.39
30033;Boxster Spyder;403.95
30034;Boxster Spyder;386.39
30035;911 GT3 RS;555.44
30036;911 Carrera S;444.35
30037;911 Carrera 4 Cabriolet;423.19
30038;911 Carrera 4 Cabriolet;423.19
30039;911 Carrera 4 Targa;423.19
30040;911 Turbo S Coupe;467.74
30041;911 Turbo S Cabriolet;467.74
30042;Mustang;423.19
30043;TT Coupe quattro;341.81
30044;Aveo 5;317.39
30045;Swift x;317.39
30046;Genesis Coupe;370.29
30047;Genesis Coupe;444.35
30048;E350 Coupe;444.35
30049;S4;423.19
30050;GTI;355.48
30051;CC;355.48
30052;Impreza AWD;423.19
30053;Aveo;306.45
30054;Accent Blue;306.45
30055;2;286.68
30056;2;306.45
30057;3;355.48
30058;Civic;317.39
30059;CC 4motion;444.35
30060;A6;370.29
30061;Fusion FWD;370.29
30062;Fusion FWD;370.29
30063;Milan FWD;370.29
30064;MKZ FWD;423.19
30065;Fusion Hybrid FWD;233.87
30066;CTS;423.19
30067;CTS AWD;423.19
30068;Malibu;341.81
30069;Versa;296.23
30070;Versa;317.39
30071;Tempo;299.41
30072;Prelude;355.48
30073;Versa;317.39
30074;S80 FWD;403.95
30075;S80 AWD;423.19
30076;Impala;423.19
30077;Genesis;423.19
30078;Panamera S;467.74
30079;Panamera Turbo;493.72
30080;Phantom;634.79
30081;A3;370.29
30082;Tacoma 4WD;467.74
30083;Tacoma 4WD;493.72
30084;Tacoma 4WD;555.44
30085;Ram 1500 Pickup 2WD;592.47
30086;Silverado C15 2WD;634.79
30087;Ram 1500 Pickup 4WD;592.47
30088;Silverado K15 4WD;634.79
30089;Savana 1500 2WD Conversion (cargo);634.79
30090;Savana 1500 2WD (Passenger);634.79
30091;Endeavor 2WD;493.72
30092;Edge FWD;444.35
30093;SRX 2WD;444.35
30094;Equinox FWD;341.81
30095;HHR FWD;341.81
30096;Tahoe Hybrid 2WD;423.19
30097;Enclave FWD;467.74
30098;Yukon XL 1500 2WD;555.44
30099;Escalade ESV 2WD;555.44
30100;HHR FWD;355.48
30101;Yukon XL 2500 2WD;740.58
30102;XC60 FWD;423.19
30103;Tiguan;423.19
30104;Q5;403.95
30105;Q7;493.72
30106;Q7;509.0
30107;Nitro 4WD;522.76
30108;Endeavor AWD;522.76
30109;Edge AWD;444.35
30110;Edge AWD;467.74
30111;MKX AWD;467.74
30112;Biturbo 425;683.62
30113;Escalade AWD;592.47
30114;Yukon XL 1500 AWD;634.79
30115;ML350 4matic;522.76
30116;XC90 AWD;555.44
30117;9-5 Sedan AWD;444.35
30118;CR-Z;246.86
30119;DB9;683.62
30120;Cooper Convertible;296.23
30121;John Cooper Works;317.39
30122;Civic;306.45
30123;IS 250/IS 250C;403.95
30124;IS 350/IS 350C;403.95
30125;190E 2.3;444.35
30126;GranTurismo;592.47
30127;GranTurismo Convertible;592.47
30128;Cooper S Clubman;317.39
30129;190E 2.3;423.19
30130;Yaris;286.68
30131;Cruze;306.45
30132;Cruze;341.81
30133;Accord Coupe;341.81
30134;C300 4matic;444.35
30135;Cooper S Countryman;317.39
30136;Cooper S Countryman;317.39
30137;tC;355.48
30138;SX4 Sedan;317.39
30139;SX4 Sport/Anniversary Edition;355.48
30140;Golf;318.0
30141;Jetta;318.0
30142;535i xDrive;386.39
30143;550i xDrive;493.72
30144;760Li;592.47
30145;Equus;493.72
30146;Quattroporte;634.79
30147;A3;318.0
30148;CTS Wagon;423.19
30149;CTS Wagon;423.19
30150;Lancer Sportback;355.48
30151;SX4;355.48
30152;Ranger 2WD;444.35
30153;Ranger 2WD;522.76
30154;Mirage;296.23
30155;Titan 2WD FFV;592.47
30156;Mirage;403.95
30157;Tundra 4WD FFV;592.47
30158;Equinox FWD;444.35
30159;Expedition 2WD FFV;555.44
30160;CR-V 2WD;370.29
30161;Navigator 4WD FFV;592.47
30162;Navigator 2WD FFV;555.44
30163;GLK350;493.72
30164;Outlander Sport 2WD;341.81
30165;Grand Vitara;423.19
30166;MDX 4WD;493.72
30167;Expedition 4WD FFV;592.47
30168;Escape 4WD;403.95
30169;GX 460;522.76
30170;Tribute Hybrid 4WD;306.45
30171;GL550 4matic;634.79
30172;Mariner Hybrid 4WD;306.45
30173;Outlander 4WD;370.29
30174;Armada 4WD FFV;634.79
30175;Forester AWD;386.39
30176;Forester AWD;386.39
30177;Colt;329.15
30178;Forester AWD;423.19
30179;Highlander Hybrid 4WD;317.39
30180;4Runner 4WD;467.74
30181;Touareg;467.74
30182;6;355.48
30183;G37 Coupe;467.74
30184;G25x;403.95
30185;Optima;329.15
30186;ES 350;403.95
30187;LS 460 AWD;493.72
30188;Colt;355.48
30189;Caliber;370.29
30190;Caliber;370.29
30191;Juke;306.45
30192;Matrix;329.15
30193;Tundra 2WD;493.72
30194;Accord Crosstour 2WD;423.19
30195;Element 2WD;403.95
30196;FX35 RWD;467.74
30197;Compass 2WD;386.39
30198;CX-7 2WD;386.39
30199;Venza;423.19
30200;ZDX 4WD;467.74
30201;FX35 AWD;493.72
30202;Pathfinder 4WD;592.47
30203;FJ Cruiser 4WD;522.76
30204;fortwo coupe;246.86
30205;Prius;185.15
30206;911 GTS;423.19
30207;Optima;341.81
30208;Ghost;592.47
30209;Caliber;355.48
30210;EX35;444.35
30211;EX35 AWD;467.74
30212;Firebird/Trans Am/Formula;522.76
30213;Compass 2WD;355.48
30214;Compass 2WD;355.48
30215;Patriot 2WD;355.48
30216;Santa Fe 4WD;403.95
30217;Ranger Pickup 2WD;0.0
30218;Leaf;0.0
30219;G37 Convertible;444.35
30220;Cruze Eco;296.23
30221;Sunbird Convertible;403.95
30222;Challenger SRT8;522.76
30223;Sunbird Convertible;341.81
30224;200;386.39
30225;Avenger;386.39
30226;Charger;467.74
30227;Charger AWD;493.72
30228;Cube;317.39
30229;F150 Pickup 2WD FFV;522.76
30230;F150 Pickup 2WD;493.72
30231;F150 Pickup 4WD;683.62
30232;F150 Pickup 4WD FFV;493.72
30233;F150 Pickup 4WD FFV;555.44
30234;F150 Raptor Pickup 4WD;740.58
30235;F150 Pickup 4WD FFV;493.72
30236;1000;329.15
30237;Explorer FWD;444.35
30238;Touareg Hybrid;423.19
30239;CL550 4matic;493.72
30240;Cruze;317.39
30241;S600;634.79
30242;S63 AMG;493.72
30243;MV-1 CNG;540.77
30244;Alliance Convertible;329.15
30245;Fit;306.45
30246;R8;634.79
30247;Continental Supersports;634.79
30248;LFA;683.62
30249;Boxster S;386.39
30250;Boxster Spyder;386.39
30251;Virage;592.47
30252;500;277.72
30253;Continental;987.44
30254;911 Carrera;403.95
30255;911 Carrera 4 Cabriolet;423.19
30256;911 GTS;423.19
30257;911 Turbo Coupe;467.74
30258;A5 Cabriolet quattro;370.29
30259;A5 quattro;355.48
30260;S5;467.74
30261;S5;522.76
30262;128ci Convertible;423.19
30263;128i;403.95
30264;135i;386.39
30265;135i Convertible;403.95
30266;650i Convertible;522.76
30267;Mustang;444.35
30268;900 Convertible;444.35
30269;Eclipse;444.35
30270;Eos;355.48
30271;Civic;286.68
30272;Civic;355.48
30273;Civic HF;277.72
30274;Hatchback;341.81
30275;Accent;286.68
30276;Accent;277.72
30277;9-3 Sedan AWD;403.95
30278;Golf;341.81
30279;Golf;341.81
30280;Jetta;341.81
30281;Jetta;341.81
30282;C30 FWD;370.29
30283;A6;317.39
30284;Elantra;277.72
30285;M56;467.74
30286;6;423.19
30287;750i xDrive;555.44
30288;750Li xDrive;555.44
30289;Genesis;403.95
30290;A4 Avant quattro;370.29
30291;xB;370.29
30292;xB;370.29
30293;Colorado Crew Cab 2WD;423.19
30294;Colorado 4WD;444.35
30295;Express 1500 AWD Cargo;634.79
30296;Savana 1500 2WD (Passenger);634.79
30297;Tucson 2WD;403.95
30298;Tucson 2WD;386.39
30299;Sorento 2WD;370.29
30300;Sportage 2WD;370.29
30301;Q5;444.35
30302;Tucson 4WD;386.39
30303;Sorento 4WD;444.35
30304;V12 Vantage;683.62
30305;550i xDrive GT;493.72
30306;300/SRT-8;592.47
30307;Gallardo Spyder;555.44
30308;911 C4 GTS;423.19
30309;Genesis Coupe;370.29
30310;Altima Coupe;341.81
30311;Camaro;403.95
30312;Forsa;261.38
30313;200 Convertible;403.95
30314;tC;355.48
30315;tC;355.48
30316;CTS;467.74
30317;Cruze;306.45
30318;Malibu;444.35
30319;Challenger SRT8;522.76
30320;Avenger;403.95
30321;MKZ AWD;467.74
30322;MKZ Hybrid FWD;233.87
30323;Celica;403.95
30324;Altima;403.95
30325;Sonata;329.15
30326;Genesis;444.35
30327;CTS Wagon;555.44
30328;Colorado Cab Chassis inc 2WD;522.76
30329;Corolla Sport;341.81
30330;Silverado C15 2WD;522.76
30331;Silverado C15 2WD;634.79
30332;Ram 1500 Pickup 2WD;555.44
30333;Ram 1500 Pickup 4WD;592.47
30334;Savana 1500 2WD (cargo);522.76
30335;Equinox FWD;444.35
30336;Tahoe 1500 2WD;522.76
30337;Traverse FWD;467.74
30338;Yukon 1500 2WD;555.44
30339;Supra;493.72
30340;Equinox AWD;386.39
30341;Equinox AWD;467.74
30342;Traverse AWD;467.74
30343;Yukon 1500 4WD;522.76
30344;Grand Cherokee 4WD;467.74
30345;Grand Cherokee SRT8 4WD;634.79
30346;Liberty 4WD;522.76
30347;Range Rover Sport;634.79
30348;G550;683.62
30349;Cayenne;467.74
30350;9-3 SportCombi;370.29
30351;9-3X SportCombi AWD;386.39
30352;9-4X FWD;444.35
30353;R8;634.79
30354;9-3 Convertible;370.29
30355;A8 L;423.19
30356;Santa Fe 2WD;423.19
30357;XC90 FWD;467.74
30358;SRX AWD;493.72
30359;Equinox AWD;386.39
30360;Terrain AWD;386.39
30361;Touareg;467.74
30362;Gallardo Coupe;592.47
30363;Cooper Coupe;296.23
30364;Cooper S Coupe;317.39
30365;John Cooper Works Coupe;317.39
30366;iQ;240.19
30367;825;493.72
30368;Bitter SC;592.47
30369;IS 250/IS 250C;403.95
30370;C63 AMG Coupe;592.47
30371;E350 Coupe;403.95
